Ranking,Id,VesId,IMONum,RefNum,ShipName,YearBuilt,MonthBuilt,Type,Length,RepLength,Draught,GearSWLLargest,GearTypeLargest,PrplsnUnits,PropellerType,SvcSpeed,DWT,RepresentDWT,GT,RepresentGT,ROROLnLnth,ROROLnHt,Decks,Cars,RampSWL,Pax,ROROLnWidth,RORORampPosition,TEU,EnginesNumber,EngineDesign,EngineModel,Shipbuilder,EngBuilder,AuxNumEngBuilder,AuxNumEngDesign,AuxNumEngModel,GenNumber,GenKW,ProplnType,NewbldPrice,SalePrice,SaleDate,Crew,CountryBuilt,RegisteredOwner,Flag,Age,DWT_ThrougPut,GT_ThroughPut,DollarPerDWT,DollarPerGT,ImageURL,ROROName,PerComplete,FlagUrl,Country,ISO2,Built,CLINStatus,AgeValue,AgeRankPercent,DwtTptRankPercent,GtTptRankPercent,SpeedRankPercent,RepDwtRankPercent,GTRankPercent,LengthRankPercent,WeightedRanking
476,797,838,9427964,3872409,PARANA,2012,5,Vehicles Carrier,183.06,177.56,9.1,0,,1,Fixed Pitch,21,12868,11757,47053,45942,0,5.2,12,4900,120,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,9S50MC-C,Yangfan Group Co Ltd,Hyundai Heavy Industries Co Ltd - South Korea,Hyundai Himsen,Hyundai Himsen,7H21/32,3,2850,Oil Engine(s) Direct Drive,"$5,00,00,000 ",,,0,China People's Republic Of,Parana GmbH & Co KG,Germany,8,1297.0944,4742.9424,4252.785575,1088.328762,https://photos.marinetraffic.com/ais/showphoto.aspx?photoid=3426883,PARANA,"<div class=""progress-bar"" role=""progressbar"" style=""width: 53.752657%;"" aria-valuenow=""53.752657"" aria-valuemin=""0"" aria-valuemax=""100"">53%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/167px-Flag_of_Germany.svg.png,Germany,DE,2012-05,,37,82.222222,26.890927,54.660128,79.245283,21.486924,46.25701,61.844595,53.752657
477,744,783,9382396,3826841,HOEGH OSLO,2008,4,Vehicles Carrier,179.9,174.4,9.622,0,,1,Fixed Pitch,19.3,17252,16141,51964,50853,0,5.1,12,5195,100,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,7S60MC-C,Tsuneishi Heavy Inds Cebu,Mitsui Engineering & Shipbuilding C Ltd - Japan,Daihatsu,Daihatsu,8DK-20,3,2850,Oil Engine(s) Direct Drive,$0 ,,,0,Philippines,Hoegh Autoliners Shipping AS,Norway,12,1598.22528,4813.94496,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 53.740589%;"" aria-valuenow=""53.740589"" aria-valuemin=""0"" aria-valuemax=""100"">53%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Flag_of_Norway.svg/138px-Flag_of_Norway.svg.png,Norway,NO,,,33,73.333333,33.133871,55.478398,72.830189,29.499059,51.201683,60.777027,53.740589
478,358,388,9491874,3936319,PASSAMA,2012,5,Vehicles Carrier,182.8,177.3,9.1,0,,1,Fixed Pitch,21,12806,11695,47053,45942,0,5.2,12,4735,120,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,9S50MC-C,Yangfan Group Co Ltd,Hyundai Heavy Industries Co Ltd - South Korea,Hyundai Himsen,Hyundai Himsen,7H21/32,3,2850,Oil Engine(s) Direct Drive,"$5,00,00,000 ",,,0,China People's Republic Of,Passama GmbH & Co KG,Gibraltar,8,1290.8448,4742.9424,4275.331338,1088.328762,,PASSAMA,"<div class=""progress-bar"" role=""progressbar"" style=""width: 53.704696%;"" aria-valuenow=""53.704696"" aria-valuemin=""0"" aria-valuemax=""100"">53%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Flag_of_Gibraltar.svg/255px-Flag_of_Gibraltar.svg.png,Gibraltar,GI,2012-05,,37,82.222222,26.761362,54.660128,79.245283,21.373613,46.25701,61.756757,53.704696
479,772,811,9403217,3847662,KARIYUSHI LEADER,2008,7,Vehicles Carrier,179.9,174.4,9.622,0,,1,Fixed Pitch,19.3,17212,16101,51888,50777,0,5.1,12,5195,100,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,7S60MC-C,Tsuneishi Heavy Inds Cebu,Mitsui Engineering & Shipbuilding C Ltd - Japan,,,,3,2850,Oil Engine(s) Direct Drive,$0 ,,,0,Philippines,Tohmei Shpg/Esteem Maritime,Japan,12,1594.51968,4806.90432,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 53.693899%;"" aria-valuenow=""53.693899"" aria-valuemin=""0"" aria-valuemax=""100"">53%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/150px-Flag_of_Japan.svg.png,Japan,JP,,,33,73.333333,33.057048,55.397258,72.830189,29.425955,51.125162,60.777027,53.693899
480,359,389,9491886,3936331,PASSERO,2012,9,Vehicles Carrier,183.29,177.79,9.1,0,,1,Fixed Pitch,21,12755,11644,47053,45942,0,5.2,12,4900,120,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,9S50MC-C,Yangfan Group Co Ltd,Hyundai Heavy Industries Co Ltd - South Korea,Hyundai Himsen,Hyundai Himsen,7H21/32,3,2850,Oil Engine(s) Direct Drive,"$5,00,00,000 ",,,0,China People's Republic Of,Passero GmbH & Co KG,Germany,8,1285.704,4742.9424,4294.057025,1088.328762,,PASSERO,"<div class=""progress-bar"" role=""progressbar"" style=""width: 53.681098%;"" aria-valuenow=""53.681098"" aria-valuemin=""0"" aria-valuemax=""100"">53%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/167px-Flag_of_Germany.svg.png,Germany,DE,2012-09,,37,82.222222,26.654785,54.660128,79.245283,21.280406,46.25701,61.922297,53.681098
481,360,390,9491898,3936343,PATARA,2012,10,Vehicles Carrier,182.93,177.43,9.1,0,,1,Fixed Pitch,21,12755,11644,47053,45942,0,5.2,12,4900,120,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,9S50MC-C,Yangfan Group Co Ltd,Hyundai Heavy Industries Co Ltd - South Korea,Hyundai Himsen,Hyundai Himsen, 7H21/32,3,2850,Oil Engine(s) Direct Drive,"$5,00,00,000 ",,,0,China People's Republic Of,Patara GmbH & Co KG,Germany,8,1285.704,4742.9424,4294.057025,1088.328762,,PATARA,"<div class=""progress-bar"" role=""progressbar"" style=""width: 53.672990%;"" aria-valuenow=""53.672990"" aria-valuemin=""0"" aria-valuemax=""100"">53%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/167px-Flag_of_Germany.svg.png,Germany,DE,2012-10,,37,82.222222,26.654785,54.660128,79.245283,21.280406,46.25701,61.800676,53.67299
482,65,84,9138422,3582867,REPUBBLICA DEL BRASILE,1998,10,Vehicles Carrier,208.61,203.11,9.7,40,CRANE,1,Controllable Pitch,19,23882,22771,51925,50814,1700,5.5,8,3135,180,12,0,Starboard: 1,800,1,Sulzer,8RTA62U,Sestri,Wartsila NSD Italia SpA - Italy,,,,4,4680,Oil Engine(s) Direct Drive,,,,20,Italy,Grimaldi Deep Sea SpA,Italy,22,2178.0384,4735.56,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 53.621792%;"" aria-valuenow=""53.621792"" aria-valuemin=""0"" aria-valuemax=""100"">53%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/150px-Flag_of_Italy.svg.png,Italy,IT,,,23,51.111111,45.154363,54.57505,71.698113,41.615951,51.162416,70.476351,53.621792
483,205,233,9253208,3697653,GRANDE SAN PAOLO,2003,8,Ro-Ro Cargo Ship,213.88,208.38,9.7,40,CRANE,1,Controllable Pitch,16.2,26169,25058,56738,55627,3505,6.2,11,3639,250,12,0,Starboard Aft: 1,1321,1,Sulzer,8RTA62U,Fincantieri Palermo,Wartsila Italia SpA - Italy,Sulzer,Sulzer,8S20,5,6080,Oil Engine(s) Direct Drive,$0 ,,,25,Italy,Grimaldi Deep Sea SpA,Italy,17,2034.90144,4411.94688,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 53.618394%;"" aria-valuenow=""53.618394"" aria-valuemin=""0"" aria-valuemax=""100"">53%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/150px-Flag_of_Italy.svg.png,Italy,IT,,,28,62.222222,42.186895,50.845564,61.132075,45.795639,56.008417,72.256757,53.618394
484,191,219,9246580,3691025,GRANDE NIGERIA,2003,1,Ro-Ro Cargo Ship,213.88,208.38,9.7,40,CRANE,1,Controllable Pitch,16.2,26169,25058,56738,55627,3505,6.2,11,3670,250,12,0,Starboard Aft: 1,1321,1,Sulzer,8RTA62U,Fincantieri Ancona,Wartsila Italia SpA - Italy,Sulzer,Sulzer,8S20,5,5760,Oil Engine(s) Direct Drive,,,,25,Italy,Grimaldi Deep Sea SpA,Italy,17,2034.90144,4411.94688,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 53.618394%;"" aria-valuenow=""53.618394"" aria-valuemin=""0"" aria-valuemax=""100"">53%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/150px-Flag_of_Italy.svg.png,Italy,IT,,,28,62.222222,42.186895,50.845564,61.132075,45.795639,56.008417,72.256757,53.618394
485,201,229,9250232,3694677,ATLANTIC HIGHWAY,2002,4,Vehicles Carrier,199.94,194.44,9.616,0,,1,Fixed Pitch,20,17232,16121,55493,54382,0,4.4,12,6043,80,0,0,One Port One Starboard: 2 Starboard Aft: 1,0,1,Mitsubishi,8UEC60LSII,Imabari Shbldg - Marugame,Kobe Hatsudoki KK - Japan,,,,3,3600,Oil Engine(s) Direct Drive,,,,0,Japan,Eternity Maritime Shipping SA,Panama,18,1654.272,5327.328,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 53.605067%;"" aria-valuenow=""53.605067"" aria-valuemin=""0"" aria-valuemax=""100"">53%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/150px-Flag_of_Panama.svg.png,Panama,PA,,,27,60,34.295813,61.394891,75.471698,29.462507,54.754881,67.547297,53.605067
486,200,228,9250220,3694665,MEDITERRANEAN HIGHWAY,2002,2,Vehicles Carrier,199.94,194.44,9.616,0,,1,Fixed Pitch,20,17228,16117,55493,54382,0,4.4,12,6043,80,0,0,One Port One Starboard: 2 Starboard Aft: 1,0,1,Mitsubishi,8UEC60LSII,Imabari Shbldg - Marugame,Kobe Hatsudoki KK - Japan,,,,3,3600,Oil Engine(s) Direct Drive,,,,0,Japan,Braveza Maritima SA,Panama,18,1653.888,5327.328,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 53.602457%;"" aria-valuenow=""53.602457"" aria-valuemin=""0"" aria-valuemax=""100"">53%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/150px-Flag_of_Panama.svg.png,Panama,PA,,,27,60,34.287852,61.394891,75.471698,29.455197,54.754881,67.547297,53.602457
487,39,51,9075709,3520154,HOEGH TRIDENT,1995,2,Vehicles Carrier,199.99,194.49,10.018,0,,1,Fixed Pitch,20.1,21423,20312,56164,55053,0,5,12,6100,150,0,0,Starboard: 2,0,1,B&W,7S60MC,Hyundai Heavy Inds - Ulsan,Hyundai Heavy Industries Co Ltd - South Korea,Bergens,Bergens,KRG-8,3,3540,Oil Engine(s) Direct Drive,"$5,10,00,000 ",,,34,Korea South,Hoegh Autoliners Shipping AS,Norway,25,2066.89104,5418.70272,2510.831036,926.380034,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 53.592815%;"" aria-valuenow=""53.592815"" aria-valuemin=""0"" aria-valuemax=""100"">53%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Flag_of_Norway.svg/138px-Flag_of_Norway.svg.png,Norway,NO,,,20,44.444444,42.850093,62.447941,75.849057,37.121918,55.430482,67.564189,53.592815
488,40,52,9075711,3520156,HOEGH TROOPER,1995,3,Vehicles Carrier,199.99,194.49,10.018,0,,1,Fixed Pitch,20.1,21414,20303,56164,55053,0,5,12,6100,150,0,0,Starboard: 1 Starboard Aft: 1,0,1,B&W,7S60MC,Hyundai Heavy Inds - Ulsan,Hyundai Heavy Industries Co Ltd - South Korea,Bergens,Bergens,KRG-8,3,3540,Oil Engine(s) Direct Drive,"$5,10,00,000 ",,,34,Korea South,Hoegh Autoliners Shipping AS,Norway,25,2066.02272,5418.70272,2511.944048,926.380034,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 53.586918%;"" aria-valuenow=""53.586918"" aria-valuemin=""0"" aria-valuemax=""100"">53%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Flag_of_Norway.svg/138px-Flag_of_Norway.svg.png,Norway,NO,,,20,44.444444,42.832091,62.447941,75.849057,37.10547,55.430482,67.564189,53.586918
489,170,198,9228306,3672751,GRAND MARK,2000,9,Vehicles Carrier,199.41,193.91,9.123,0,,1,Fixed Pitch,18.85,20670,19559,57350,56239,0,4.9,12,6200,150,0,6.56,Port: 1 Starboard: 1 Starboard Aft: 1,0,1,Mitsubishi,7UEC60LS,Shin Kurushima Onishi,Kobe Hatsudoki KK - Japan,Daihatsu,Daihatsu,8DK-20,3,2760,Oil Engine(s) Direct Drive,"$4,50,00,000 ",,,21,Japan,Dynamic Pioneer Marine,Panama,20,1870.2216,5189.028,2300.731121,800.156475,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 53.544254%;"" aria-valuenow=""53.544254"" aria-valuemin=""0"" aria-valuemax=""100"">53%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/150px-Flag_of_Panama.svg.png,Panama,PA,,,25,55.555556,38.772808,59.80105,71.132075,35.745746,56.624614,67.368243,53.544254
490,720,759,9368895,3813340,HOEGH BRASILIA,2007,3,Vehicles Carrier,179.9,174.4,9.622,0,,1,Fixed Pitch,19.5,17252,16141,51731,50620,0,5.1,12,5195,100,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,7S60MC-C,Tsuneishi Heavy Inds Cebu,Mitsui Engineering & Shipbuilding C Ltd - Japan,,,,3,2850,Oil Engine(s) Direct Drive,$0 ,,,0,Philippines,Chijin Shipping SA,Panama,13,1614.7872,4842.0216,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 53.537409%;"" aria-valuenow=""53.537409"" aria-valuemin=""0"" aria-valuemax=""100"">53%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/150px-Flag_of_Panama.svg.png,Panama,PA,,,32,71.111111,33.477228,55.801968,73.584906,29.499059,50.967086,60.777027,53.537409
491,549,586,9736365,4180810,AUTO ECO,2016,9,Vehicles Carrier,181,175.5,9.6,0,,1,Controllable Pitch,18.6,16995,15884,42424,41313,0,5.3,10,3985,,0,0,Starboard Aft: 1,0,1,MAN-B&W,8S50ME-C8-GI,Nantong COSCO KHI Ship Eng,Kawasaki Heavy Industries Ltd - Japan,Wartsila,Wartsila,9L20DF,3,4040,Oil Engine(s) Direct Drive,$0 ,,,0,China People's Republic Of,UECC IOM Ltd,Portugal,4,1517.3136,3787.61472,0,0,,AUTO ECO,"<div class=""progress-bar"" role=""progressbar"" style=""width: 53.484136%;"" aria-valuenow=""53.484136"" aria-valuemin=""0"" aria-valuemax=""100"">53%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Flag_of_Portugal.svg/150px-Flag_of_Portugal.svg.png,Portugal,PT,2016-09,,41,91.111111,31.456438,43.650436,70.188679,29.029369,41.596271,61.148649,53.484136
492,550,587,9736377,4180822,AUTO ENERGY,2016,11,Vehicles Carrier,181,175.5,9.6,0,,1,Controllable Pitch,18.6,16988,15877,42424,41313,0,5.3,10,3985,,0,0,Starboard Aft: 1,0,1,MAN-B&W,8S50ME-C8-GI,Nantong COSCO KHI Ship Eng,Kawasaki Heavy Industries Ltd - Japan,Wartsila,Wartsila,9L20DF,3,4040,Oil Engine(s) Direct Drive,$0 ,,,0,China People's Republic Of,UECC IOM Ltd,Portugal,4,1516.68864,3787.61472,0,0,https://photos.marinetraffic.com/ais/showphoto.aspx?photoid=3287596,AUTO ENERGY,"<div class=""progress-bar"" role=""progressbar"" style=""width: 53.479828%;"" aria-valuenow=""53.479828"" aria-valuemin=""0"" aria-valuemax=""100"">53%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Flag_of_Portugal.svg/150px-Flag_of_Portugal.svg.png,Portugal,PT,2016-11,,41,91.111111,31.443481,43.650436,70.188679,29.016576,41.596271,61.148649,53.479828
493,722,761,9368912,3813357,HOEGH MANILA,2007,12,Vehicles Carrier,179.9,174.4,9.622,0,,1,Fixed Pitch,19.3,17209,16098,51964,50853,0,5.1,12,5400,100,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,7S60MC-C,Tsuneishi Heavy Inds Cebu,Mitsui Engineering & Shipbuilding C Ltd - Japan,Daihatsu,Daihatsu,8DK-20,3,2850,Oil Engine(s) Direct Drive,$0 ,,,28,Philippines,Hoegh Autoliners Shipping AS,Norway,13,1594.24176,4813.94496,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 53.268882%;"" aria-valuenow=""53.268882"" aria-valuemin=""0"" aria-valuemax=""100"">53%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Flag_of_Norway.svg/138px-Flag_of_Norway.svg.png,Norway,NO,,,32,71.111111,33.051286,55.478398,72.830189,29.420473,51.201683,60.777027,53.268882
494,721,760,9368900,3813345,HOEGH SYDNEY,2007,8,Vehicles Carrier,179.9,174.4,9.62,0,,1,Fixed Pitch,19.3,17311,16200,51731,50620,0,5.1,12,5195,100,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,7S60MC-C,Tsuneishi Heavy Inds Cebu,Mitsui Engineering & Shipbuilding C Ltd - Japan,,,,3,2850,Oil Engine(s) Direct Drive,$0 ,,,0,Philippines,Chijin Shipping SA,Panama,13,1603.69104,4792.35984,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 53.268158%;"" aria-valuenow=""53.268158"" aria-valuemin=""0"" aria-valuemax=""100"">53%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/150px-Flag_of_Panama.svg.png,Panama,PA,,,32,71.111111,33.247186,55.22964,72.830189,29.606886,50.967086,60.777027,53.268158
495,192,220,9246592,3691037,GRANDE FRANCIA,2002,12,Ro-Ro Cargo Ship,214,208.5,9.7,40,CRANE,1,Controllable Pitch,16.2,26169,25058,56738,55627,3505,6.2,11,3670,250,12,0,Starboard Aft: 1,1321,1,Sulzer,8RTA62U,Fincantieri Stabia,Wartsila Italia SpA - Italy,Sulzer,Sulzer,8S20,5,5760,Oil Engine(s) Direct Drive,,,,25,Italy,Grimaldi Deep Sea SpA,Italy,18,2034.90144,4411.94688,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 53.176652%;"" aria-valuenow=""53.176652"" aria-valuemin=""0"" aria-valuemax=""100"">53%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/150px-Flag_of_Italy.svg.png,Italy,IT,,,27,60,42.186895,50.845564,61.132075,45.795639,56.008417,72.297297,53.176652
496,186,214,9238521,3682966,SEVEN SEAS HIGHWAY,2001,11,Vehicles Carrier,199.94,194.44,9.616,0,,1,Fixed Pitch,20,17232,16121,55493,54382,0,4.4,12,6043,80,0,0,One Port One Starboard: 1 Starboard Aft: 1,0,1,Mitsubishi,8UEC60LSII,Imabari Shbldg - Marugame,Kobe Hatsudoki KK - Japan,,,,3,3600,Oil Engine(s) Direct Drive,,,,0,Japan,Seven Seas Highway Shpg SA,Panama,19,1654.272,5327.328,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 53.160623%;"" aria-valuenow=""53.160623"" aria-valuemin=""0"" aria-valuemax=""100"">53%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/150px-Flag_of_Panama.svg.png,Panama,PA,,,26,57.777778,34.295813,61.394891,75.471698,29.462507,54.754881,67.547297,53.160623
497,152,180,9209518,3653963,MERIDIAN ACE,2000,6,Vehicles Carrier,199.94,194.44,10.016,0,,1,Fixed Pitch,19,20144,19033,56175,55064,0,4.9,12,6043,80,0,0,One Port One Starboard: 1 Starboard Aft: 1,0,1,Mitsubishi,8UEC60LS,Imabari Shbldg - Marugame,Kobe Hatsudoki KK - Japan,,,,3,3156,Oil Engine(s) Direct Drive,,,,27,Japan,Mitsui OSK Lines Ltd,Japan,20,1837.1328,5123.16,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 53.153955%;"" aria-valuenow=""53.153955"" aria-valuemin=""0"" aria-valuemax=""100"">53%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/150px-Flag_of_Japan.svg.png,Japan,JP,,,25,55.555556,38.086822,59.041953,71.698113,34.784436,55.441557,67.547297,53.153955
498,185,213,9238519,3682964,CONTINENTAL HIGHWAY,2001,9,Vehicles Carrier,199.94,194.44,9.616,0,,1,Fixed Pitch,20,17201,16090,55493,54382,0,4.4,12,6043,80,0,0,One Port One Starboard: 2 Starboard Aft: 1,0,1,Mitsubishi,8UEC60LSII,Imabari Shbldg - Marugame,Mitsubishi Heavy Industries Ltd - Japan,,,,3,3600,Oil Engine(s) Direct Drive,,,,0,Japan,Continental Highway Shipping,Panama,19,1651.296,5327.328,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 53.140393%;"" aria-valuenow=""53.140393"" aria-valuemin=""0"" aria-valuemax=""100"">53%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/150px-Flag_of_Panama.svg.png,Panama,PA,,,26,57.777778,34.234116,61.394891,75.471698,29.405852,54.754881,67.547297,53.140393
499,382,412,9510149,3954594,BALTIMORE HIGHWAY,2009,8,Vehicles Carrier,179.99,174.49,9.4,0,,1,Fixed Pitch,20,15341,14230,48927,47816,0,5.1,12,5036,100,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,7S60ME-C,Nantong COSCO KHI Ship Eng,Kawasaki Heavy Industries Ltd - Japan,,,,3,2280,Oil Engine(s) Direct Drive,$0 ,,,0,China People's Republic Of,Eternity Maritime Shipping SA,Panama,11,1472.736,4696.992,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 53.139246%;"" aria-valuenow=""53.139246"" aria-valuemin=""0"" aria-valuemax=""100"">53%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/150px-Flag_of_Panama.svg.png,Panama,PA,,,34,75.555556,30.53227,54.130572,75.471698,26.006543,48.14386,60.807432,53.139246
500,380,410,9506710,3951155,BANGKOK HIGHWAY,2009,5,Vehicles Carrier,179.99,174.49,9.417,0,,1,Fixed Pitch,20,15306,14195,48936,47825,0,5.1,12,5036,100,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,7S60ME-C,Nantong COSCO KHI Ship Eng,Kawasaki Heavy Industries Ltd - Japan,,,,3,2280,Oil Engine(s) Direct Drive,$0 ,,,0,China People's Republic Of,Kawasaki Kisen Kaisha Ltd,Japan,11,1469.376,4697.856,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 53.119002%;"" aria-valuenow=""53.119002"" aria-valuemin=""0"" aria-valuemax=""100"">53%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/150px-Flag_of_Japan.svg.png,Japan,JP,,,34,75.555556,30.462611,54.140529,75.471698,25.942577,48.152921,60.807432,53.119002
501,383,413,9510151,3954596,BLUE RIDGE HIGHWAY,2009,12,Vehicles Carrier,179.99,174.49,9.417,0,,1,Fixed Pitch,20,15290,14179,48927,47816,0,5.1,12,5036,100,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,7S60ME-C,Nantong COSCO KHI Ship Eng,Kawasaki Heavy Industries Ltd - Japan,,,,3,2280,Oil Engine(s) Direct Drive,$0 ,,,0,China People's Republic Of,Eternity Maritime Shipping SA,Panama,11,1467.84,4696.992,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 53.105965%;"" aria-valuenow=""53.105965"" aria-valuemin=""0"" aria-valuemax=""100"">53%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/150px-Flag_of_Panama.svg.png,Panama,PA,,,34,75.555556,30.430768,54.130572,75.471698,25.913336,48.14386,60.807432,53.105965
502,148,176,9208617,3653062,PRIDE OF ROTTERDAM,2001,4,Passenger/Ro-Ro Ship (Vehicles),215.44,209.94,6.05,0,,2,Controllable Pitch,22,10100,8989,59925,58814,3400,7,9,250,,1360,0,Aft: 1 Port: 1 Starboard: 1,0,4,Wartsila,9L46C,Fincantieri Venice,Wartsila Finland Oy - Finland,Wartsilansd,Wartsila,9L32C,4,15800,Oil Engine(s) Geared Drive,"$13,10,00,000 ",,,160,Italy,P&O Ferries Pride of Rotterdam,Netherlands,19,1066.56,6328.08,14573.36745,2227.360832,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 53.002052%;"" aria-valuenow=""53.002052"" aria-valuemin=""0"" aria-valuemax=""100"">53%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Flag_of_the_Netherlands.svg/150px-Flag_of_the_Netherlands.svg.png,Netherlands,NL,,,26,57.777778,22.111565,72.928076,83.018868,16.428167,59.21727,72.783784,53.002052
503,137,162,9203291,3647736,ASIAN KING,1998,12,Vehicles Carrier,199.98,194.48,10.018,0,,1,Fixed Pitch,19,21511,20400,55729,54618,0,6.5,12,6402,150,0,0,Starboard: 1 Starboard Aft: 1,0,1,B&W,7S60MC,Hyundai Heavy Inds - Ulsan,Hyundai Heavy Industries Co Ltd - South Korea,MAN-B&W,MAN-B&W,6L28/32H,3,3540,Oil Engine(s) Direct Drive,,"$3,25,00,000 ",01/02/2011,0,Korea South,NOCC Shipowning AS,Norway,22,1961.8032,5082.4848,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 52.998065%;"" aria-valuenow=""52.998065"" aria-valuemin=""0"" aria-valuemax=""100"">52%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Flag_of_Norway.svg/138px-Flag_of_Norway.svg.png,Norway,NO,,,23,51.111111,40.671447,58.573191,71.698113,37.282746,54.992499,67.560811,52.998065
504,766,805,9398527,3842972,SUPER-FAST BALEARES,2010,3,Ro-Ro Cargo Ship,209.43,203.93,7.1,0,,2,Controllable Pitch,26.5,10140,9029,30998,29887,3521,6.8,4,100,,0,0,Centre Or Only: 1,0,4,MAN,9L48/60B,Navantia SA - Puerto Real,MAN B&W Diesel AG - Augsburg,MAN-B&W,MAN-B&W,8L21/31,5,8905,Oil Engine(s) Geared Drive,$0 ,,,28,Spain,Maritime Global Operator Ltd,Spain,10,1289.808,3942.9456,0,0,https://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2407794,SUPER-FAST BALEARES,"<div class=""progress-bar"" role=""progressbar"" style=""width: 52.930735%;"" aria-valuenow=""52.930735"" aria-valuemin=""0"" aria-valuemax=""100"">52%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Flag_of_Spain.svg/150px-Flag_of_Spain.svg.png,Spain,ES,2010-03,,35,77.777778,26.739868,45.44055,100,16.50127,30.091926,70.753378,52.930735
